amihud val_MAE,amihud val_MAPE,amihud val_RMSE,amihud val_SMAPE,epoch,log_volume val_MAE,log_volume val_MAPE,log_volume val_RMSE,log_volume val_SMAPE,price_range val_MAE,price_range val_MAPE,price_range val_RMSE,price_range val_SMAPE,step,train_loss_epoch,train_loss_step,val_loss
8.184499893104658e-05,103.40865325927734,0.0004894505837000906,1.7585458755493164,26,0.5299496650695801,7568997.0,0.966762363910675,0.1378408819437027,0.10442107915878296,16556.5,0.16375131905078888,0.3387492001056671,1619,,,0.40769344568252563
,,,,26,,,,,,,,,1619,0.27296173572540283,,
,,,,27,,,,,,,,,1649,,0.2690480351448059,
8.180271106539294e-05,101.19921875,0.0004897505277767777,1.6902530193328857,27,0.5273539423942566,7858290.0,0.9674354791641235,0.13693386316299438,0.10439241677522659,16839.37109375,0.16362473368644714,0.3398866057395935,1679,,,0.4104786515235901
,,,,27,,,,,,,,,1679,0.27212852239608765,,
,,,,28,,,,,,,,,1699,,0.2612916827201843,
8.232225081883371e-05,99.95307922363281,0.000492350896820426,1.6993308067321777,28,0.5408331155776978,8612457.0,0.9894842505455017,0.13732068240642548,0.10486097633838654,16757.9921875,0.16364996135234833,0.3409448564052582,1739,,,0.41930535435676575
,,,,28,,,,,,,,,1739,0.2706855833530426,,
,,,,29,,,,,,,,,1749,,0.2719179391860962,
,,,,29,,,,,,,,,1799,,0.2733336091041565,
8.17472900962457e-05,98.65746307373047,0.0004909588024020195,1.6949924230575562,29,0.5353225469589233,8144287.0,0.978053867816925,0.13731001317501068,0.10508754849433899,17010.99609375,0.1647295206785202,0.3410404324531555,1799,,,0.41492798924446106
,,,,29,,,,,,,,,1799,0.2700488269329071,,
,,,,30,,,,,,,,,1849,,0.27921372652053833,
8.199868170777336e-05,101.88021087646484,0.0004905902897007763,1.6888113021850586,30,0.5449672341346741,7963905.5,0.9941229224205017,0.1394645869731903,0.10384561121463776,17235.94140625,0.16379080712795258,0.33940786123275757,1859,,,0.4194715917110443
,,,,30,,,,,,,,,1859,0.26944634318351746,,
,,,,31,,,,,,,,,1899,,0.2707524001598358,
8.154933311743662e-05,100.13213348388672,0.0004895384190604091,1.682871699333191,31,0.5278007388114929,7638154.0,0.9722914099693298,0.1375177800655365,0.104738749563694,17406.50390625,0.16423290967941284,0.3392590284347534,1919,,,0.4117485582828522
,,,,31,,,,,,,,,1919,0.26832759380340576,,
,,,,32,,,,,,,,,1949,,0.2592249810695648,
8.168558997567743e-05,97.9741439819336,0.000491039827466011,1.698230266571045,32,0.537177562713623,7860969.0,0.9798451662063599,0.13832230865955353,0.10424404591321945,16844.173828125,0.163716658949852,0.33828985691070557,1979,,,0.41778403520584106
,,,,32,,,,,,,,,1979,0.2672579288482666,,
,,,,33,,,,,,,,,1999,,0.2680753767490387,
8.149314089678228e-05,102.02635192871094,0.0004888442344963551,1.6874194145202637,33,0.5306188464164734,7713904.5,0.9694313406944275,0.1375856250524521,0.10468150675296783,17225.271484375,0.16436372697353363,0.3388107717037201,2039,,,0.41269636154174805
,,,,33,,,,,,,,,2039,0.2656625211238861,,
,,,,34,,,,,,,,,2049,,0.2569562494754791,
,,,,34,,,,,,,,,2099,,0.2619223892688751,
8.163464372046292e-05,101.11327362060547,0.0004897700855508447,1.6871901750564575,34,0.5332533717155457,7867174.5,0.9742537140846252,0.13785254955291748,0.10434652864933014,16750.40625,0.16367103159427643,0.3382111191749573,2099,,,0.4145496189594269
,,,,34,,,,,,,,,2099,0.2641460597515106,,
,,,,35,,,,,,,,,2149,,0.2700999081134796,
8.152891678037122e-05,100.7776107788086,0.000489447673317045,1.6880970001220703,35,0.5387041568756104,7477893.5,0.9802402853965759,0.13933919370174408,0.10444816201925278,16786.30078125,0.16429151594638824,0.3388030230998993,2159,,,0.41662630438804626
,,,,35,,,,,,,,,2159,0.2648269534111023,,
,,,,36,,,,,,,,,2199,,0.24309532344341278,
8.182704186765477e-05,101.14678192138672,0.0004906714311800897,1.6867446899414062,36,0.5326226353645325,8140929.0,0.9791504144668579,0.13730141520500183,0.10466520488262177,17007.541015625,0.16422149538993835,0.34007173776626587,2219,,,0.41493239998817444
,,,,36,,,,,,,,,2219,0.26310160756111145,,
