epoch,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
23,1463,,,0.45068711042404175,8160511.0,0.8305796980857849,0.12480315566062927,0.2851446866989136
23,1463,0.2131151556968689,,,,,,
24,1499,,0.18288518488407135,,,,,
24,1524,,,0.45023536682128906,8360668.5,0.8263853192329407,0.12487518787384033,0.2874826192855835
24,1524,0.21356770396232605,,,,,,
25,1549,,0.17746591567993164,,,,,
25,1585,,,0.4580734670162201,8287633.5,0.832551121711731,0.1253623068332672,0.2883833348751068
25,1585,0.20914064347743988,,,,,,
26,1599,,0.17677941918373108,,,,,
26,1646,,,0.4359932541847229,8186867.0,0.8143911361694336,0.12309256941080093,0.2801653742790222
26,1646,0.20863240957260132,,,,,,
27,1649,,0.18099212646484375,,,,,
27,1699,,0.22006648778915405,,,,,
27,1707,,,0.4545024037361145,8369060.5,0.8318133354187012,0.12497968226671219,0.29500553011894226
27,1707,0.20802316069602966,,,,,,
28,1749,,0.25785475969314575,,,,,
28,1768,,,0.4409268796443939,8172686.5,0.8186286687850952,0.123754121363163,0.28601473569869995
28,1768,0.20615540444850922,,,,,,
29,1799,,0.1884361207485199,,,,,
29,1829,,,0.4345187842845917,8126192.5,0.8137287497520447,0.12332551926374435,0.27865058183670044
29,1829,0.2059776335954666,,,,,,
30,1849,,0.27799516916275024,,,,,
30,1890,,,0.4370073080062866,8256571.5,0.8159229755401611,0.1233951598405838,0.2805755138397217
30,1890,0.2056250274181366,,,,,,
31,1899,,0.17998147010803223,,,,,
31,1949,,0.15935423970222473,,,,,
31,1951,,,0.4308202564716339,8227365.0,0.8078438639640808,0.12251051515340805,0.2774178981781006
31,1951,0.20287613570690155,,,,,,
32,1999,,0.20607265830039978,,,,,
32,2012,,,0.4291689395904541,8146154.5,0.8053490519523621,0.12282849103212357,0.27364352345466614
32,2012,0.20267817378044128,,,,,,
33,2049,,0.1820015013217926,,,,,
33,2073,,,0.4328669607639313,8301457.5,0.8109021782875061,0.12295009195804596,0.27714189887046814
33,2073,0.2013261914253235,,,,,,
34,2099,,0.16052883863449097,,,,,
